date,store_id,SKU,sku_name,category,units_sold,price_per_unit_usd,revenue_usd,promotion_flag,unit_of_measure,Date,price_per_unit_usd_fluctuated,price_per_unit_usd_updated
10-03-2025,Giant_Store_001,1013,Carrot,Vegetable,71,1.27,90.17,0,lb,2025-10-03,1.41,0.99
10-04-2025,Giant_Store_001,1013,Carrot,Vegetable,84,1.27,106.68,0,lb,2025-10-04,1.41,0.99
10-05-2025,Giant_Store_001,1013,Carrot,Vegetable,105,1.27,133.35,0,lb,2025-10-05,1.42,0.94
10-06-2025,Giant_Store_001,1013,Carrot,Vegetable,84,1.27,106.68,0,lb,2025-10-06,1.42,0.94
10-07-2025,Giant_Store_001,1013,Carrot,Vegetable,86,1.27,109.22,0,lb,2025-10-07,1.42,0.94
10-08-2025,Giant_Store_001,1013,Carrot,Vegetable,98,1.27,124.46,0,lb,2025-10-08,1.18,1.5
10-09-2025,Giant_Store_001,1013,Carrot,Vegetable,60,1.27,76.2,0,lb,2025-10-09,1.18,1.5
10-10-2025,Giant_Store_001,1013,Carrot,Vegetable,67,1.27,85.09,0,lb,2025-10-10,1.18,1.5
13-10-2025,Giant_Store_001,1013,Carrot,Vegetable,83,1.27,105.41,0,lb,2025-10-13,1.17,1.52
11-01-2025,Giant_Store_001,1013,Carrot,Vegetable,103,1.27,130.81,0,lb,2025-11-01,1.17,1.52
11-02-2025,Giant_Store_001,1013,Carrot,Vegetable,69,1.27,87.63,0,lb,2025-11-02,1.17,1.52
11-03-2025,Giant_Store_001,1013,Carrot,Vegetable,78,1.27,99.06,0,lb,2025-11-03,1.27,1.31
11-04-2025,Giant_Store_001,1013,Carrot,Vegetable,75,1.27,95.25,0,lb,2025-11-04,1.27,1.31
11-05-2025,Giant_Store_001,1013,Carrot,Vegetable,84,1.27,106.68,0,lb,2025-11-05,1.27,1.31
11-06-2025,Giant_Store_001,1013,Carrot,Vegetable,58,1.27,73.66,0,lb,2025-11-06,1.28,1.35
11-07-2025,Giant_Store_001,1013,Carrot,Vegetable,71,1.27,90.17,0,lb,2025-11-07,1.28,1.35
11-08-2025,Giant_Store_001,1013,Carrot,Vegetable,68,1.27,86.36,0,lb,2025-11-08,1.28,1.35
11-09-2025,Giant_Store_001,1013,Carrot,Vegetable,96,1.12,107.29,1,lb,2025-11-09,1.28,0.9
11-10-2025,Giant_Store_001,1013,Carrot,Vegetable,105,1.12,117.35,1,lb,2025-11-10,1.39,0.9
12-01-2025,Giant_Store_001,1013,Carrot,Vegetable,109,1.12,121.82,1,lb,2025-12-01,1.39,0.9
12-02-2025,Giant_Store_001,1013,Carrot,Vegetable,57,1.27,72.39,0,lb,2025-12-02,1.39,1.59
12-03-2025,Giant_Store_001,1013,Carrot,Vegetable,103,1.12,115.11,1,lb,2025-12-03,1.43,1.59
12-04-2025,Giant_Store_001,1013,Carrot,Vegetable,81,1.27,102.87,0,lb,2025-12-04,1.43,1.59
12-05-2025,Giant_Store_001,1013,Carrot,Vegetable,71,1.27,90.17,0,lb,2025-12-05,1.43,1.59
12-06-2025,Giant_Store_001,1013,Carrot,Vegetable,30,1.27,38.1,0,lb,2025-12-06,1.43,1.01
12-07-2025,Giant_Store_001,1013,Carrot,Vegetable,97,1.27,123.19,0,lb,2025-12-07,1.37,1.01
12-08-2025,Giant_Store_001,1013,Carrot,Vegetable,87,1.27,110.49,0,lb,2025-12-08,1.37,1.01
12-09-2025,Giant_Store_001,1013,Carrot,Vegetable,84,1.27,106.68,0,lb,2025-12-09,1.37,1.47
12-10-2025,Giant_Store_001,1013,Carrot,Vegetable,95,1.27,120.65,0,lb,2025-12-10,1.16,1.47
01-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2024-01-11,0.64,0.52
01-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,123,0.57,70.11,0,each,2024-01-12,0.64,0.52
02-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,105,0.57,59.85,0,each,2024-02-11,0.64,0.52
02-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,132,0.5,66.21,1,each,2024-02-12,0.64,0.62
03-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,98,0.57,55.86,0,each,2024-03-11,0.5,0.62
03-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,121,0.5,60.69,1,each,2024-03-12,0.5,0.62
04-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,104,0.57,59.28,0,each,2024-04-11,0.5,0.56
04-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,105,0.57,59.85,0,each,2024-04-12,0.5,0.56
05-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2024-05-11,0.51,0.56
05-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,45,0.57,25.65,0,each,2024-05-12,0.51,0.74
06-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,83,0.57,47.31,0,each,2024-06-11,0.51,0.74
06-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2024-06-12,0.51,0.74
07-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2024-07-11,0.63,0.74
07-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2024-07-12,0.63,0.46
08-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2024-08-11,0.63,0.46
08-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,123,0.57,70.11,0,each,2024-08-12,0.54,0.46
09-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2024-09-11,0.54,0.46
09-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2024-09-12,0.54,0.69
10-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,101,0.57,57.57,0,each,2024-10-11,0.58,0.69
10-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,97,0.57,55.29,0,each,2024-10-12,0.58,0.69
14-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,89,0.57,50.73,0,each,2024-10-14,0.58,0.42
15-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,89,0.57,50.73,0,each,2024-10-15,0.56,0.42
16-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,72,0.57,41.04,0,each,2024-10-16,0.56,0.42
17-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,61,0.57,34.77,0,each,2024-10-17,0.56,0.5
18-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2024-10-18,0.56,0.5
19-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,132,0.57,75.24,0,each,2024-10-19,0.55,0.5
20-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.57,58.14,0,each,2024-10-20,0.55,0.5
21-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,58,0.57,33.06,0,each,2024-10-21,0.55,0.68
22-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,79,0.57,45.03,0,each,2024-10-22,0.6,0.68
23-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2024-10-23,0.6,0.68
24-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.57,58.14,0,each,2024-10-24,0.6,0.68
25-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,97,0.57,55.29,0,each,2024-10-25,0.62,0.65
26-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,107,0.57,60.99,0,each,2024-10-26,0.62,0.65
27-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,133,0.57,75.81,0,each,2024-10-27,0.62,0.65
28-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2024-10-28,0.52,0.65
29-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,81,0.57,46.17,0,each,2024-10-29,0.52,0.55
30-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,70,0.57,39.9,0,each,2024-10-30,0.52,0.55
31-10-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,72,0.57,41.04,0,each,2024-10-31,0.65,0.55
11-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,75,0.57,42.75,0,each,2024-11-11,0.65,0.47
11-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2024-11-12,0.65,0.47
13-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,72,0.57,41.04,0,each,2024-11-13,0.53,0.47
14-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2024-11-14,0.53,0.47
15-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,80,0.57,45.6,0,each,2024-11-15,0.53,0.45
16-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,112,0.57,63.84,0,each,2024-11-16,0.49,0.45
17-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,96,0.57,54.72,0,each,2024-11-17,0.49,0.45
18-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,73,0.57,41.61,0,each,2024-11-18,0.49,0.45
19-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,85,0.57,48.45,0,each,2024-11-19,0.49,0.65
20-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2024-11-20,0.65,0.65
21-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2024-11-21,0.65,0.65
22-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,85,0.57,48.45,0,each,2024-11-22,0.65,0.65
23-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,86,0.57,49.02,0,each,2024-11-23,0.57,0.55
24-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,77,0.57,43.89,0,each,2024-11-24,0.57,0.55
25-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,99,0.5,49.66,1,each,2024-11-25,0.57,0.55
26-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.5,51.16,1,each,2024-11-26,0.57,0.55
27-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,54,0.57,30.78,0,each,2024-11-27,0.53,0.44
28-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.57,58.14,0,each,2024-11-28,0.53,0.44
29-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,86,0.57,49.02,0,each,2024-11-29,0.53,0.44
30-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,85,0.57,48.45,0,each,2024-11-30,0.53,0.65
12-11-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2024-12-11,0.53,0.65
12-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,128,0.5,64.2,1,each,2024-12-12,0.53,0.65
13-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2024-12-13,0.53,0.66
14-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,136,0.57,77.52,0,each,2024-12-14,0.58,0.66
15-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2024-12-15,0.58,0.66
16-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2024-12-16,0.58,0.66
17-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2024-12-17,0.64,0.46
18-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2024-12-18,0.64,0.46
19-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2024-12-19,0.64,0.46
20-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2024-12-20,0.56,0.45
21-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.57,58.14,0,each,2024-12-21,0.56,0.45
22-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,153,0.5,76.74,1,each,2024-12-22,0.56,0.45
23-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,65,0.57,37.05,0,each,2024-12-23,0.54,0.45
24-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,77,0.57,43.89,0,each,2024-12-24,0.54,0.73
25-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.57,58.14,0,each,2024-12-25,0.54,0.73
26-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,101,0.57,57.57,0,each,2024-12-26,0.64,0.73
27-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,98,0.57,55.86,0,each,2024-12-27,0.64,0.73
28-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,131,0.57,74.67,0,each,2024-12-28,0.64,0.44
29-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,116,0.57,66.12,0,each,2024-12-29,0.64,0.44
30-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2024-12-30,0.58,0.44
31-12-2024,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,110,0.57,62.7,0,each,2024-12-31,0.58,0.69
01-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,109,0.5,54.67,1,each,2025-01-01,0.58,0.69
01-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,78,0.57,44.46,0,each,2025-01-02,0.58,0.69
01-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2025-01-03,0.63,0.6
01-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,96,0.57,54.72,0,each,2025-01-04,0.63,0.6
01-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,117,0.5,58.69,1,each,2025-01-05,0.63,0.6
01-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2025-01-06,0.63,0.65
01-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,103,0.57,58.71,0,each,2025-01-07,0.58,0.65
01-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,65,0.57,37.05,0,each,2025-01-08,0.58,0.65
01-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,77,0.57,43.89,0,each,2025-01-09,0.58,0.65
01-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,92,0.57,52.44,0,each,2025-01-10,0.65,0.57
13-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2025-01-13,0.65,0.57
14-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2025-01-14,0.65,0.57
15-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2025-01-15,0.5,0.57
16-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2025-01-16,0.5,0.63
17-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2025-01-17,0.5,0.63
18-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,98,0.57,55.86,0,each,2025-01-18,0.5,0.63
19-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.57,58.14,0,each,2025-01-19,0.63,0.6
20-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2025-01-20,0.63,0.6
21-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,46,0.57,26.22,0,each,2025-01-21,0.63,0.6
22-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,94,0.57,53.58,0,each,2025-01-22,0.63,0.64
23-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,51,0.57,29.07,0,each,2025-01-23,0.57,0.64
24-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,79,0.57,45.03,0,each,2025-01-24,0.57,0.64
25-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,133,0.57,75.81,0,each,2025-01-25,0.57,0.64
26-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,122,0.57,69.54,0,each,2025-01-26,0.57,0.47
27-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,64,0.57,36.48,0,each,2025-01-27,0.58,0.47
28-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,125,0.57,71.25,0,each,2025-01-28,0.58,0.47
29-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2025-01-29,0.58,0.52
30-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,96,0.57,54.72,0,each,2025-01-30,0.58,0.52
31-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,99,0.57,56.43,0,each,2025-01-31,0.62,0.52
02-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,70,0.57,39.9,0,each,2025-02-01,0.62,0.51
02-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,56,0.57,31.92,0,each,2025-02-02,0.62,0.51
02-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,143,0.57,81.51,0,each,2025-02-03,0.62,0.51
02-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,86,0.57,49.02,0,each,2025-02-04,0.49,0.65
02-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,83,0.57,47.31,0,each,2025-02-05,0.49,0.65
02-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,89,0.57,50.73,0,each,2025-02-06,0.49,0.65
02-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,87,0.57,49.59,0,each,2025-02-07,0.6,0.61
02-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,124,0.57,70.68,0,each,2025-02-08,0.6,0.61
02-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2025-02-09,0.6,0.61
02-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2025-02-10,0.54,0.61
13-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,94,0.57,53.58,0,each,2025-02-13,0.54,0.61
14-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2025-02-14,0.54,0.61
15-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,103,0.57,58.71,0,each,2025-02-15,0.54,0.61
16-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2025-02-16,0.65,0.61
17-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,72,0.57,41.04,0,each,2025-02-17,0.65,0.45
18-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,97,0.57,55.29,0,each,2025-02-18,0.65,0.45
19-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,92,0.57,52.44,0,each,2025-02-19,0.5,0.45
20-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,96,0.57,54.72,0,each,2025-02-20,0.5,0.45
21-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,87,0.57,49.59,0,each,2025-02-21,0.5,0.47
22-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,96,0.57,54.72,0,each,2025-02-22,0.5,0.47
23-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,85,0.57,48.45,0,each,2025-02-23,0.58,0.47
24-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,103,0.57,58.71,0,each,2025-02-24,0.58,0.5
25-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,80,0.57,45.6,0,each,2025-02-25,0.58,0.5
26-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,111,0.57,63.27,0,each,2025-02-26,0.51,0.5
27-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-02-27,0.51,0.5
28-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,125,0.57,71.25,0,each,2025-02-28,0.51,0.41
03-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,71,0.57,40.47,0,each,2025-03-01,0.6,0.41
03-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,103,0.5,51.66,1,each,2025-03-02,0.6,0.41
03-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,115,0.57,65.55,0,each,2025-03-03,0.6,0.63
03-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2025-03-04,0.6,0.63
03-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,75,0.57,42.75,0,each,2025-03-05,0.6,0.63
03-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,75,0.57,42.75,0,each,2025-03-06,0.6,0.63
03-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,55,0.57,31.35,0,each,2025-03-07,0.63,0.45
03-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.57,58.14,0,each,2025-03-08,0.63,0.45
03-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,80,0.57,45.6,0,each,2025-03-09,0.63,0.45
03-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,110,0.5,55.18,1,each,2025-03-10,0.62,0.45
13-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,99,0.57,56.43,0,each,2025-03-13,0.62,0.45
14-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,89,0.57,50.73,0,each,2025-03-14,0.62,0.45
15-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,143,0.57,81.51,0,each,2025-03-15,0.62,0.45
16-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,83,0.57,47.31,0,each,2025-03-16,0.51,0.42
17-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,98,0.57,55.86,0,each,2025-03-17,0.51,0.42
18-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2025-03-18,0.51,0.42
19-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,55,0.57,31.35,0,each,2025-03-19,0.59,0.51
20-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,87,0.5,43.64,1,each,2025-03-20,0.59,0.51
21-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,94,0.57,53.58,0,each,2025-03-21,0.59,0.51
22-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,128,0.57,72.96,0,each,2025-03-22,0.65,0.51
23-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,70,0.57,39.9,0,each,2025-03-23,0.65,0.73
24-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,107,0.57,60.99,0,each,2025-03-24,0.65,0.73
25-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2025-03-25,0.65,0.73
26-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,149,0.5,74.74,1,each,2025-03-26,0.49,0.73
27-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,134,0.5,67.21,1,each,2025-03-27,0.49,0.65
28-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-03-28,0.49,0.65
29-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,108,0.57,61.56,0,each,2025-03-29,0.55,0.65
30-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,152,0.5,76.24,1,each,2025-03-30,0.55,0.58
31-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2025-03-31,0.55,0.58
04-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,124,0.57,70.68,0,each,2025-04-01,0.61,0.58
04-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,78,0.57,44.46,0,each,2025-04-02,0.61,0.42
04-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,88,0.57,50.16,0,each,2025-04-03,0.61,0.42
04-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,92,0.57,52.44,0,each,2025-04-04,0.53,0.42
04-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-04-05,0.53,0.42
04-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,96,0.57,54.72,0,each,2025-04-06,0.53,0.5
04-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,94,0.57,53.58,0,each,2025-04-07,0.53,0.5
04-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2025-04-08,0.57,0.5
04-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,105,0.57,59.85,0,each,2025-04-09,0.57,0.63
04-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,106,0.57,60.42,0,each,2025-04-10,0.57,0.63
13-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,123,0.57,70.11,0,each,2025-04-13,0.57,0.63
14-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,114,0.5,57.18,1,each,2025-04-14,0.65,0.63
15-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,83,0.57,47.31,0,each,2025-04-15,0.65,0.63
16-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2025-04-16,0.65,0.63
17-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,77,0.57,43.89,0,each,2025-04-17,0.65,0.58
18-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,108,0.57,61.56,0,each,2025-04-18,0.57,0.58
19-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,121,0.57,68.97,0,each,2025-04-19,0.57,0.58
20-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2025-04-20,0.57,0.61
21-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2025-04-21,0.57,0.61
22-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2025-04-22,0.56,0.61
23-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-04-23,0.56,0.61
24-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,64,0.57,36.48,0,each,2025-04-24,0.56,0.67
25-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,105,0.5,52.67,1,each,2025-04-25,0.65,0.67
26-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2025-04-26,0.65,0.67
