date,store_id,sku_id,sku_name,category,units_sold,price_per_unit_usd,revenue_usd,promotion_flag,unit_of_measure
18-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,31,1.91,59.21,0,lb
19-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,32,1.91,61.12,0,lb
20-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,23,1.91,43.93,0,lb
21-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,36,1.91,68.76,0,lb
22-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,35,1.91,66.85,0,lb
23-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,48,1.91,91.68,0,lb
24-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,40,1.91,76.4,0,lb
25-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,44,1.91,84.04,0,lb
26-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,29,1.91,55.39,0,lb
27-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,33,1.91,63.03,0,lb
28-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,44,1.91,84.04,0,lb
29-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,38,1.91,72.58,0,lb
30-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,42,1.91,80.22,0,lb
31-08-2025,Giant_Store_001,1017,Broccoli,Vegetable,36,1.91,68.76,0,lb
01-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,24,1.91,45.84,0,lb
02-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,26,1.91,49.66,0,lb
03-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,28,1.91,53.48,0,lb
04-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,52,1.68,87.4,1,lb
05-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,39,1.91,74.49,0,lb
06-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,57,1.91,108.87,0,lb
07-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,41,1.91,78.31,0,lb
08-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,30,1.91,57.3,0,lb
09-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,35,1.91,66.85,0,lb
10-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,30,1.91,57.3,0,lb
11-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,28,1.91,53.48,0,lb
12-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,27,1.91,51.57,0,lb
13-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,49,1.91,93.59,0,lb
14-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,39,1.68,65.55,1,lb
15-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,34,1.91,64.94,0,lb
16-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,36,1.91,68.76,0,lb
17-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,30,1.91,57.3,0,lb
18-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,49,1.68,82.36,1,lb
19-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,42,1.91,80.22,0,lb
20-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,34,1.91,64.94,0,lb
21-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,41,1.91,78.31,0,lb
22-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,29,1.91,55.39,0,lb
23-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,27,1.91,51.57,0,lb
24-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,52,1.68,87.4,1,lb
25-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,32,1.91,61.12,0,lb
26-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,41,1.91,78.31,0,lb
27-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,28,1.91,53.48,0,lb
28-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,39,1.91,74.49,0,lb
29-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,29,1.91,55.39,0,lb
30-09-2025,Giant_Store_001,1017,Broccoli,Vegetable,22,1.91,42.02,0,lb
01-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,35,1.91,66.85,0,lb
02-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,32,1.91,61.12,0,lb
03-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,34,1.91,64.94,0,lb
04-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,36,1.91,68.76,0,lb
05-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,47,1.91,89.77,0,lb
06-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,45,1.91,85.95,0,lb
07-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,33,1.91,63.03,0,lb
08-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,31,1.91,59.21,0,lb
09-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,33,1.91,63.03,0,lb
10-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,34,1.91,64.94,0,lb
11-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,29,1.91,55.39,0,lb
12-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,46,1.91,87.86,0,lb
13-10-2025,Giant_Store_001,1017,Broccoli,Vegetable,31,1.91,59.21,0,lb
14-10-2024,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
15-10-2024,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
16-10-2024,Giant_Store_001,1018,Spinach,Vegetable,60,1.71,102.6,0,each
17-10-2024,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
18-10-2024,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
19-10-2024,Giant_Store_001,1018,Spinach,Vegetable,48,1.71,82.08,0,each
20-10-2024,Giant_Store_001,1018,Spinach,Vegetable,50,1.71,85.5,0,each
21-10-2024,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
22-10-2024,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
23-10-2024,Giant_Store_001,1018,Spinach,Vegetable,48,1.71,82.08,0,each
24-10-2024,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
25-10-2024,Giant_Store_001,1018,Spinach,Vegetable,47,1.71,80.37,0,each
26-10-2024,Giant_Store_001,1018,Spinach,Vegetable,57,1.71,97.47,0,each
27-10-2024,Giant_Store_001,1018,Spinach,Vegetable,61,1.71,104.31,0,each
28-10-2024,Giant_Store_001,1018,Spinach,Vegetable,45,1.71,76.95,0,each
29-10-2024,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
30-10-2024,Giant_Store_001,1018,Spinach,Vegetable,45,1.71,76.95,0,each
31-10-2024,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
01-11-2024,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
02-11-2024,Giant_Store_001,1018,Spinach,Vegetable,45,1.71,76.95,0,each
03-11-2024,Giant_Store_001,1018,Spinach,Vegetable,82,1.71,140.22,0,each
04-11-2024,Giant_Store_001,1018,Spinach,Vegetable,48,1.71,82.08,0,each
05-11-2024,Giant_Store_001,1018,Spinach,Vegetable,48,1.71,82.08,0,each
06-11-2024,Giant_Store_001,1018,Spinach,Vegetable,40,1.71,68.4,0,each
07-11-2024,Giant_Store_001,1018,Spinach,Vegetable,64,1.71,109.44,0,each
08-11-2024,Giant_Store_001,1018,Spinach,Vegetable,33,1.71,56.43,0,each
09-11-2024,Giant_Store_001,1018,Spinach,Vegetable,43,1.71,73.53,0,each
10-11-2024,Giant_Store_001,1018,Spinach,Vegetable,50,1.71,85.5,0,each
11-11-2024,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
12-11-2024,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
13-11-2024,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
14-11-2024,Giant_Store_001,1018,Spinach,Vegetable,33,1.71,56.43,0,each
15-11-2024,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
16-11-2024,Giant_Store_001,1018,Spinach,Vegetable,71,1.5,106.84,1,each
17-11-2024,Giant_Store_001,1018,Spinach,Vegetable,58,1.71,99.18,0,each
18-11-2024,Giant_Store_001,1018,Spinach,Vegetable,51,1.71,87.21,0,each
19-11-2024,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
20-11-2024,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
21-11-2024,Giant_Store_001,1018,Spinach,Vegetable,28,1.71,47.88,0,each
22-11-2024,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
23-11-2024,Giant_Store_001,1018,Spinach,Vegetable,55,1.71,94.05,0,each
24-11-2024,Giant_Store_001,1018,Spinach,Vegetable,52,1.71,88.92,0,each
25-11-2024,Giant_Store_001,1018,Spinach,Vegetable,50,1.71,85.5,0,each
26-11-2024,Giant_Store_001,1018,Spinach,Vegetable,51,1.71,87.21,0,each
27-11-2024,Giant_Store_001,1018,Spinach,Vegetable,51,1.71,87.21,0,each
28-11-2024,Giant_Store_001,1018,Spinach,Vegetable,46,1.5,69.22,1,each
29-11-2024,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
30-11-2024,Giant_Store_001,1018,Spinach,Vegetable,55,1.71,94.05,0,each
01-12-2024,Giant_Store_001,1018,Spinach,Vegetable,51,1.71,87.21,0,each
02-12-2024,Giant_Store_001,1018,Spinach,Vegetable,54,1.71,92.34,0,each
03-12-2024,Giant_Store_001,1018,Spinach,Vegetable,51,1.71,87.21,0,each
04-12-2024,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
05-12-2024,Giant_Store_001,1018,Spinach,Vegetable,55,1.5,82.76,1,each
06-12-2024,Giant_Store_001,1018,Spinach,Vegetable,36,1.71,61.56,0,each
07-12-2024,Giant_Store_001,1018,Spinach,Vegetable,59,1.71,100.89,0,each
08-12-2024,Giant_Store_001,1018,Spinach,Vegetable,60,1.71,102.6,0,each
09-12-2024,Giant_Store_001,1018,Spinach,Vegetable,32,1.71,54.72,0,each
10-12-2024,Giant_Store_001,1018,Spinach,Vegetable,31,1.71,53.01,0,each
11-12-2024,Giant_Store_001,1018,Spinach,Vegetable,46,1.5,69.22,1,each
12-12-2024,Giant_Store_001,1018,Spinach,Vegetable,53,1.71,90.63,0,each
13-12-2024,Giant_Store_001,1018,Spinach,Vegetable,51,1.71,87.21,0,each
14-12-2024,Giant_Store_001,1018,Spinach,Vegetable,55,1.71,94.05,0,each
15-12-2024,Giant_Store_001,1018,Spinach,Vegetable,56,1.71,95.76,0,each
16-12-2024,Giant_Store_001,1018,Spinach,Vegetable,31,1.71,53.01,0,each
17-12-2024,Giant_Store_001,1018,Spinach,Vegetable,58,1.71,99.18,0,each
18-12-2024,Giant_Store_001,1018,Spinach,Vegetable,53,1.71,90.63,0,each
19-12-2024,Giant_Store_001,1018,Spinach,Vegetable,56,1.5,84.27,1,each
20-12-2024,Giant_Store_001,1018,Spinach,Vegetable,59,1.71,100.89,0,each
21-12-2024,Giant_Store_001,1018,Spinach,Vegetable,57,1.71,97.47,0,each
22-12-2024,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
23-12-2024,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
24-12-2024,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
25-12-2024,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
26-12-2024,Giant_Store_001,1018,Spinach,Vegetable,37,1.71,63.27,0,each
27-12-2024,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
28-12-2024,Giant_Store_001,1018,Spinach,Vegetable,61,1.71,104.31,0,each
29-12-2024,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
30-12-2024,Giant_Store_001,1018,Spinach,Vegetable,38,1.71,64.98,0,each
31-12-2024,Giant_Store_001,1018,Spinach,Vegetable,27,1.71,46.17,0,each
01-01-2025,Giant_Store_001,1018,Spinach,Vegetable,36,1.71,61.56,0,each
02-01-2025,Giant_Store_001,1018,Spinach,Vegetable,50,1.71,85.5,0,each
03-01-2025,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
04-01-2025,Giant_Store_001,1018,Spinach,Vegetable,52,1.71,88.92,0,each
05-01-2025,Giant_Store_001,1018,Spinach,Vegetable,56,1.71,95.76,0,each
06-01-2025,Giant_Store_001,1018,Spinach,Vegetable,30,1.71,51.3,0,each
07-01-2025,Giant_Store_001,1018,Spinach,Vegetable,36,1.71,61.56,0,each
08-01-2025,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
09-01-2025,Giant_Store_001,1018,Spinach,Vegetable,65,1.5,97.81,1,each
10-01-2025,Giant_Store_001,1018,Spinach,Vegetable,50,1.5,75.24,1,each
11-01-2025,Giant_Store_001,1018,Spinach,Vegetable,51,1.71,87.21,0,each
12-01-2025,Giant_Store_001,1018,Spinach,Vegetable,67,1.71,114.57,0,each
13-01-2025,Giant_Store_001,1018,Spinach,Vegetable,37,1.71,63.27,0,each
14-01-2025,Giant_Store_001,1018,Spinach,Vegetable,31,1.71,53.01,0,each
15-01-2025,Giant_Store_001,1018,Spinach,Vegetable,27,1.71,46.17,0,each
16-01-2025,Giant_Store_001,1018,Spinach,Vegetable,51,1.71,87.21,0,each
17-01-2025,Giant_Store_001,1018,Spinach,Vegetable,36,1.71,61.56,0,each
18-01-2025,Giant_Store_001,1018,Spinach,Vegetable,69,1.71,117.99,0,each
19-01-2025,Giant_Store_001,1018,Spinach,Vegetable,52,1.71,88.92,0,each
20-01-2025,Giant_Store_001,1018,Spinach,Vegetable,30,1.71,51.3,0,each
21-01-2025,Giant_Store_001,1018,Spinach,Vegetable,33,1.71,56.43,0,each
22-01-2025,Giant_Store_001,1018,Spinach,Vegetable,47,1.71,80.37,0,each
23-01-2025,Giant_Store_001,1018,Spinach,Vegetable,47,1.71,80.37,0,each
24-01-2025,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
25-01-2025,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
26-01-2025,Giant_Store_001,1018,Spinach,Vegetable,48,1.71,82.08,0,each
27-01-2025,Giant_Store_001,1018,Spinach,Vegetable,36,1.71,61.56,0,each
28-01-2025,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
29-01-2025,Giant_Store_001,1018,Spinach,Vegetable,38,1.71,64.98,0,each
30-01-2025,Giant_Store_001,1018,Spinach,Vegetable,61,1.5,91.79,1,each
31-01-2025,Giant_Store_001,1018,Spinach,Vegetable,32,1.71,54.72,0,each
01-02-2025,Giant_Store_001,1018,Spinach,Vegetable,56,1.71,95.76,0,each
02-02-2025,Giant_Store_001,1018,Spinach,Vegetable,55,1.71,94.05,0,each
03-02-2025,Giant_Store_001,1018,Spinach,Vegetable,36,1.71,61.56,0,each
04-02-2025,Giant_Store_001,1018,Spinach,Vegetable,60,1.5,90.29,1,each
05-02-2025,Giant_Store_001,1018,Spinach,Vegetable,43,1.5,64.71,1,each
06-02-2025,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
07-02-2025,Giant_Store_001,1018,Spinach,Vegetable,35,1.71,59.85,0,each
08-02-2025,Giant_Store_001,1018,Spinach,Vegetable,54,1.71,92.34,0,each
09-02-2025,Giant_Store_001,1018,Spinach,Vegetable,50,1.71,85.5,0,each
10-02-2025,Giant_Store_001,1018,Spinach,Vegetable,47,1.71,80.37,0,each
11-02-2025,Giant_Store_001,1018,Spinach,Vegetable,35,1.71,59.85,0,each
12-02-2025,Giant_Store_001,1018,Spinach,Vegetable,38,1.71,64.98,0,each
13-02-2025,Giant_Store_001,1018,Spinach,Vegetable,33,1.71,56.43,0,each
14-02-2025,Giant_Store_001,1018,Spinach,Vegetable,56,1.71,95.76,0,each
15-02-2025,Giant_Store_001,1018,Spinach,Vegetable,31,1.71,53.01,0,each
16-02-2025,Giant_Store_001,1018,Spinach,Vegetable,66,1.71,112.86,0,each
17-02-2025,Giant_Store_001,1018,Spinach,Vegetable,53,1.71,90.63,0,each
18-02-2025,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
19-02-2025,Giant_Store_001,1018,Spinach,Vegetable,37,1.71,63.27,0,each
20-02-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
21-02-2025,Giant_Store_001,1018,Spinach,Vegetable,35,1.71,59.85,0,each
22-02-2025,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
23-02-2025,Giant_Store_001,1018,Spinach,Vegetable,62,1.71,106.02,0,each
24-02-2025,Giant_Store_001,1018,Spinach,Vegetable,30,1.71,51.3,0,each
25-02-2025,Giant_Store_001,1018,Spinach,Vegetable,47,1.71,80.37,0,each
26-02-2025,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
27-02-2025,Giant_Store_001,1018,Spinach,Vegetable,59,1.71,100.89,0,each
28-02-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
01-03-2025,Giant_Store_001,1018,Spinach,Vegetable,45,1.71,76.95,0,each
02-03-2025,Giant_Store_001,1018,Spinach,Vegetable,66,1.5,99.32,1,each
03-03-2025,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
04-03-2025,Giant_Store_001,1018,Spinach,Vegetable,53,1.71,90.63,0,each
05-03-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
06-03-2025,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
07-03-2025,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
08-03-2025,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
09-03-2025,Giant_Store_001,1018,Spinach,Vegetable,38,1.71,64.98,0,each
10-03-2025,Giant_Store_001,1018,Spinach,Vegetable,53,1.71,90.63,0,each
11-03-2025,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
12-03-2025,Giant_Store_001,1018,Spinach,Vegetable,40,1.71,68.4,0,each
13-03-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
14-03-2025,Giant_Store_001,1018,Spinach,Vegetable,43,1.71,73.53,0,each
15-03-2025,Giant_Store_001,1018,Spinach,Vegetable,61,1.71,104.31,0,each
16-03-2025,Giant_Store_001,1018,Spinach,Vegetable,58,1.5,87.28,1,each
17-03-2025,Giant_Store_001,1018,Spinach,Vegetable,50,1.71,85.5,0,each
18-03-2025,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
19-03-2025,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
20-03-2025,Giant_Store_001,1018,Spinach,Vegetable,33,1.71,56.43,0,each
21-03-2025,Giant_Store_001,1018,Spinach,Vegetable,33,1.71,56.43,0,each
22-03-2025,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
23-03-2025,Giant_Store_001,1018,Spinach,Vegetable,36,1.71,61.56,0,each
24-03-2025,Giant_Store_001,1018,Spinach,Vegetable,45,1.71,76.95,0,each
25-03-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
26-03-2025,Giant_Store_001,1018,Spinach,Vegetable,40,1.71,68.4,0,each
27-03-2025,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
28-03-2025,Giant_Store_001,1018,Spinach,Vegetable,54,1.71,92.34,0,each
29-03-2025,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
30-03-2025,Giant_Store_001,1018,Spinach,Vegetable,59,1.71,100.89,0,each
31-03-2025,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
01-04-2025,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
02-04-2025,Giant_Store_001,1018,Spinach,Vegetable,51,1.71,87.21,0,each
03-04-2025,Giant_Store_001,1018,Spinach,Vegetable,50,1.5,75.24,1,each
04-04-2025,Giant_Store_001,1018,Spinach,Vegetable,32,1.71,54.72,0,each
05-04-2025,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
06-04-2025,Giant_Store_001,1018,Spinach,Vegetable,71,1.5,106.84,1,each
07-04-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
08-04-2025,Giant_Store_001,1018,Spinach,Vegetable,49,1.5,73.74,1,each
09-04-2025,Giant_Store_001,1018,Spinach,Vegetable,80,1.5,120.38,1,each
10-04-2025,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
11-04-2025,Giant_Store_001,1018,Spinach,Vegetable,36,1.71,61.56,0,each
12-04-2025,Giant_Store_001,1018,Spinach,Vegetable,59,1.71,100.89,0,each
13-04-2025,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
14-04-2025,Giant_Store_001,1018,Spinach,Vegetable,58,1.71,99.18,0,each
15-04-2025,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
16-04-2025,Giant_Store_001,1018,Spinach,Vegetable,38,1.71,64.98,0,each
17-04-2025,Giant_Store_001,1018,Spinach,Vegetable,48,1.71,82.08,0,each
18-04-2025,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
19-04-2025,Giant_Store_001,1018,Spinach,Vegetable,57,1.71,97.47,0,each
20-04-2025,Giant_Store_001,1018,Spinach,Vegetable,61,1.71,104.31,0,each
21-04-2025,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
22-04-2025,Giant_Store_001,1018,Spinach,Vegetable,48,1.71,82.08,0,each
23-04-2025,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
24-04-2025,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
25-04-2025,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
26-04-2025,Giant_Store_001,1018,Spinach,Vegetable,67,1.71,114.57,0,each
27-04-2025,Giant_Store_001,1018,Spinach,Vegetable,40,1.71,68.4,0,each
28-04-2025,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
29-04-2025,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
30-04-2025,Giant_Store_001,1018,Spinach,Vegetable,53,1.71,90.63,0,each
01-05-2025,Giant_Store_001,1018,Spinach,Vegetable,39,1.71,66.69,0,each
02-05-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
03-05-2025,Giant_Store_001,1018,Spinach,Vegetable,43,1.71,73.53,0,each
04-05-2025,Giant_Store_001,1018,Spinach,Vegetable,50,1.71,85.5,0,each
05-05-2025,Giant_Store_001,1018,Spinach,Vegetable,31,1.71,53.01,0,each
06-05-2025,Giant_Store_001,1018,Spinach,Vegetable,26,1.71,44.46,0,each
07-05-2025,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
08-05-2025,Giant_Store_001,1018,Spinach,Vegetable,54,1.5,81.26,1,each
09-05-2025,Giant_Store_001,1018,Spinach,Vegetable,43,1.71,73.53,0,each
10-05-2025,Giant_Store_001,1018,Spinach,Vegetable,52,1.71,88.92,0,each
11-05-2025,Giant_Store_001,1018,Spinach,Vegetable,48,1.71,82.08,0,each
12-05-2025,Giant_Store_001,1018,Spinach,Vegetable,47,1.71,80.37,0,each
13-05-2025,Giant_Store_001,1018,Spinach,Vegetable,52,1.71,88.92,0,each
14-05-2025,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
15-05-2025,Giant_Store_001,1018,Spinach,Vegetable,62,1.5,93.3,1,each
16-05-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
17-05-2025,Giant_Store_001,1018,Spinach,Vegetable,83,1.5,124.9,1,each
18-05-2025,Giant_Store_001,1018,Spinach,Vegetable,38,1.71,64.98,0,each
19-05-2025,Giant_Store_001,1018,Spinach,Vegetable,33,1.71,56.43,0,each
20-05-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
21-05-2025,Giant_Store_001,1018,Spinach,Vegetable,50,1.71,85.5,0,each
22-05-2025,Giant_Store_001,1018,Spinach,Vegetable,49,1.71,83.79,0,each
23-05-2025,Giant_Store_001,1018,Spinach,Vegetable,63,1.5,94.8,1,each
24-05-2025,Giant_Store_001,1018,Spinach,Vegetable,53,1.71,90.63,0,each
25-05-2025,Giant_Store_001,1018,Spinach,Vegetable,55,1.71,94.05,0,each
26-05-2025,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
27-05-2025,Giant_Store_001,1018,Spinach,Vegetable,45,1.71,76.95,0,each
28-05-2025,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
29-05-2025,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
30-05-2025,Giant_Store_001,1018,Spinach,Vegetable,53,1.71,90.63,0,each
31-05-2025,Giant_Store_001,1018,Spinach,Vegetable,38,1.71,64.98,0,each
01-06-2025,Giant_Store_001,1018,Spinach,Vegetable,46,1.71,78.66,0,each
02-06-2025,Giant_Store_001,1018,Spinach,Vegetable,43,1.71,73.53,0,each
03-06-2025,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
04-06-2025,Giant_Store_001,1018,Spinach,Vegetable,42,1.71,71.82,0,each
05-06-2025,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
06-06-2025,Giant_Store_001,1018,Spinach,Vegetable,58,1.71,99.18,0,each
07-06-2025,Giant_Store_001,1018,Spinach,Vegetable,58,1.71,99.18,0,each
08-06-2025,Giant_Store_001,1018,Spinach,Vegetable,34,1.71,58.14,0,each
09-06-2025,Giant_Store_001,1018,Spinach,Vegetable,35,1.71,59.85,0,each
10-06-2025,Giant_Store_001,1018,Spinach,Vegetable,53,1.71,90.63,0,each
11-06-2025,Giant_Store_001,1018,Spinach,Vegetable,32,1.71,54.72,0,each
12-06-2025,Giant_Store_001,1018,Spinach,Vegetable,41,1.71,70.11,0,each
13-06-2025,Giant_Store_001,1018,Spinach,Vegetable,50,1.71,85.5,0,each
14-06-2025,Giant_Store_001,1018,Spinach,Vegetable,52,1.71,88.92,0,each
15-06-2025,Giant_Store_001,1018,Spinach,Vegetable,84,1.5,126.4,1,each
16-06-2025,Giant_Store_001,1018,Spinach,Vegetable,44,1.71,75.24,0,each
17-06-2025,Giant_Store_001,1018,Spinach,Vegetable,45,1.71,76.95,0,each
18-06-2025,Giant_Store_001,1018,Spinach,Vegetable,31,1.71,53.01,0,each
19-06-2025,Giant_Store_001,1018,Spinach,Vegetable,40,1.71,68.4,0,each
20-06-2025,Giant_Store_001,1018,Spinach,Vegetable,36,1.71,61.56,0,each
21-06-2025,Giant_Store_001,1018,Spinach,Vegetable,76,1.5,114.36,1,each
22-06-2025,Giant_Store_001,1018,Spinach,Vegetable,72,1.71,123.12,0,each
23-06-2025,Giant_Store_001,1018,Spinach,Vegetable,47,1.71,80.37,0,each
24-06-2025,Giant_Store_001,1018,Spinach,Vegetable,67,1.5,100.82,1,each
25-06-2025,Giant_Store_001,1018,Spinach,Vegetable,37,1.71,63.27,0,each
26-06-2025,Giant_Store_001,1018,Spinach,Vegetable,48,1.71,82.08,0,each
27-06-2025,Giant_Store_001,1018,Spinach,Vegetable,31,1.71,53.01,0,each
