date,sku_id,sku_name,category,unit_of_measure,units_sold,unit_price_usd,revenue_usd,expiry_days,promo_flag
2025-08-23,2001,Croissant_Butter,Bakery,each,140,3.38,473.2,3,False
2025-08-24,2001,Croissant_Butter,Bakery,each,151,3.38,510.38,3,False
2025-08-25,2001,Croissant_Butter,Bakery,each,149,3.38,503.62,3,False
2025-08-26,2001,Croissant_Butter,Bakery,each,102,3.38,344.76,3,False
2025-08-27,2001,Croissant_Butter,Bakery,each,186,3.96,736.56,3,False
2025-08-28,2001,Croissant_Butter,Bakery,each,147,3.96,582.12,3,False
2025-08-29,2001,Croissant_Butter,Bakery,each,210,3.96,831.6,3,False
2025-08-30,2001,Croissant_Butter,Bakery,each,144,3.96,570.24,3,False
2025-08-31,2001,Croissant_Butter,Bakery,each,133,3.96,526.68,3,False
2025-09-01,2001,Croissant_Butter,Bakery,each,187,3.96,740.52,3,False
2025-09-02,2001,Croissant_Butter,Bakery,each,123,3.96,487.08,3,False
2025-09-03,2001,Croissant_Butter,Bakery,each,111,3.97,440.67,3,False
2025-09-04,2001,Croissant_Butter,Bakery,each,142,3.58,508.36,3,True
2025-09-05,2001,Croissant_Butter,Bakery,each,105,3.58,375.9,3,False
2025-09-06,2001,Croissant_Butter,Bakery,each,122,3.58,436.76,3,False
2025-09-07,2001,Croissant_Butter,Bakery,each,124,3.58,443.92,3,False
2025-09-08,2001,Croissant_Butter,Bakery,each,200,3.58,716.0,3,False
2025-09-09,2001,Croissant_Butter,Bakery,each,120,3.58,429.6,3,False
2025-09-10,2001,Croissant_Butter,Bakery,each,163,3.66,596.58,3,False
2025-09-11,2001,Croissant_Butter,Bakery,each,96,3.66,351.36,3,False
2025-09-12,2001,Croissant_Butter,Bakery,each,201,3.66,735.66,3,False
2025-09-13,2001,Croissant_Butter,Bakery,each,161,3.66,589.26,3,False
2025-09-14,2001,Croissant_Butter,Bakery,each,132,3.66,483.12,3,False
2025-09-15,2001,Croissant_Butter,Bakery,each,98,3.35,328.3,3,True
2025-09-16,2001,Croissant_Butter,Bakery,each,132,3.35,442.2,3,False
2025-09-17,2001,Croissant_Butter,Bakery,each,146,3.79,553.34,3,False
2025-09-18,2001,Croissant_Butter,Bakery,each,139,3.79,526.81,3,False
2025-09-19,2001,Croissant_Butter,Bakery,each,159,3.79,602.61,3,False
2025-09-20,2001,Croissant_Butter,Bakery,each,148,3.79,560.92,3,False
2025-09-21,2001,Croissant_Butter,Bakery,each,188,3.24,609.12,3,True
2025-09-22,2001,Croissant_Butter,Bakery,each,94,3.24,304.56,3,False
2025-09-23,2001,Croissant_Butter,Bakery,each,193,3.02,582.86,3,True
2025-09-24,2001,Croissant_Butter,Bakery,each,140,3.88,543.2,3,False
2025-09-25,2001,Croissant_Butter,Bakery,each,170,3.88,659.6,3,False
2025-09-26,2001,Croissant_Butter,Bakery,each,192,3.88,744.96,3,False
2025-09-27,2001,Croissant_Butter,Bakery,each,183,3.88,710.04,3,False
2025-09-28,2001,Croissant_Butter,Bakery,each,173,3.88,671.24,3,False
2025-09-29,2001,Croissant_Butter,Bakery,each,233,3.88,904.04,3,False
2025-09-30,2001,Croissant_Butter,Bakery,each,78,3.88,302.64,3,False
2025-10-01,2001,Croissant_Butter,Bakery,each,164,4.09,670.76,3,False
2025-10-02,2001,Croissant_Butter,Bakery,each,174,4.09,711.66,3,False
2025-10-03,2001,Croissant_Butter,Bakery,each,177,4.09,723.93,3,False
2025-10-04,2001,Croissant_Butter,Bakery,each,286,4.09,1169.74,3,False
2025-10-05,2001,Croissant_Butter,Bakery,each,168,4.09,687.12,3,False
2025-10-06,2001,Croissant_Butter,Bakery,each,221,3.77,833.17,3,True
2025-10-07,2001,Croissant_Butter,Bakery,each,194,3.77,731.38,3,False
2025-10-08,2001,Croissant_Butter,Bakery,each,126,4.07,512.82,3,False
2025-10-09,2001,Croissant_Butter,Bakery,each,142,4.07,577.94,3,False
2025-10-10,2001,Croissant_Butter,Bakery,each,188,4.07,765.16,3,False
2025-10-11,2001,Croissant_Butter,Bakery,each,190,4.07,773.3,3,False
2025-10-12,2001,Croissant_Butter,Bakery,each,197,4.07,801.79,3,False
2025-10-13,2001,Croissant_Butter,Bakery,each,125,4.07,508.75,3,False
2025-10-14,2001,Croissant_Butter,Bakery,each,191,4.07,777.37,3,False
2025-10-15,2001,Croissant_Butter,Bakery,each,189,3.93,742.77,3,False
2024-10-16,2002,Donut_Glazed,Bakery,each,227,1.55,351.85,2,False
2024-10-17,2002,Donut_Glazed,Bakery,each,108,1.36,146.88,2,True
2024-10-18,2002,Donut_Glazed,Bakery,each,185,1.36,251.6,2,False
2024-10-19,2002,Donut_Glazed,Bakery,each,173,1.36,235.28,2,False
2024-10-20,2002,Donut_Glazed,Bakery,each,252,1.36,342.72,2,False
2024-10-21,2002,Donut_Glazed,Bakery,each,195,1.36,265.2,2,False
2024-10-22,2002,Donut_Glazed,Bakery,each,119,1.36,161.84,2,False
2024-10-23,2002,Donut_Glazed,Bakery,each,171,1.54,263.34,2,False
2024-10-24,2002,Donut_Glazed,Bakery,each,191,1.54,294.14,2,False
2024-10-25,2002,Donut_Glazed,Bakery,each,130,1.54,200.2,2,False
2024-10-26,2002,Donut_Glazed,Bakery,each,137,1.54,210.98,2,False
2024-10-27,2002,Donut_Glazed,Bakery,each,144,1.54,221.76,2,False
2024-10-28,2002,Donut_Glazed,Bakery,each,160,1.54,246.4,2,False
2024-10-29,2002,Donut_Glazed,Bakery,each,176,1.54,271.04,2,False
2024-10-30,2002,Donut_Glazed,Bakery,each,133,1.66,220.78,2,False
2024-10-31,2002,Donut_Glazed,Bakery,each,147,1.66,244.02,2,False
2024-11-01,2002,Donut_Glazed,Bakery,each,186,1.66,308.76,2,False
2024-11-02,2002,Donut_Glazed,Bakery,each,127,1.66,210.82,2,False
2024-11-03,2002,Donut_Glazed,Bakery,each,154,1.66,255.64,2,False
2024-11-04,2002,Donut_Glazed,Bakery,each,143,1.66,237.38,2,False
2024-11-05,2002,Donut_Glazed,Bakery,each,116,1.66,192.56,2,False
2024-11-06,2002,Donut_Glazed,Bakery,each,122,1.74,212.28,2,False
2024-11-07,2002,Donut_Glazed,Bakery,each,209,1.74,363.66,2,False
2024-11-08,2002,Donut_Glazed,Bakery,each,121,1.74,210.54,2,False
2024-11-09,2002,Donut_Glazed,Bakery,each,108,1.74,187.92,2,False
2024-11-10,2002,Donut_Glazed,Bakery,each,137,1.74,238.38,2,False
2024-11-11,2002,Donut_Glazed,Bakery,each,166,1.74,288.84,2,False
2024-11-12,2002,Donut_Glazed,Bakery,each,174,1.74,302.76,2,False
2024-11-13,2002,Donut_Glazed,Bakery,each,157,1.71,268.47,2,False
2024-11-14,2002,Donut_Glazed,Bakery,each,209,1.71,357.39,2,False
2024-11-15,2002,Donut_Glazed,Bakery,each,252,1.53,385.56,2,True
2024-11-16,2002,Donut_Glazed,Bakery,each,209,1.53,319.77,2,False
2024-11-17,2002,Donut_Glazed,Bakery,each,142,1.53,217.26,2,False
2024-11-18,2002,Donut_Glazed,Bakery,each,74,1.53,113.22,2,False
2024-11-19,2002,Donut_Glazed,Bakery,each,186,1.53,284.58,2,False
2024-11-20,2002,Donut_Glazed,Bakery,each,164,1.52,249.28,2,False
2024-11-21,2002,Donut_Glazed,Bakery,each,139,1.52,211.28,2,False
2024-11-22,2002,Donut_Glazed,Bakery,each,157,1.52,238.64,2,False
2024-11-23,2002,Donut_Glazed,Bakery,each,163,1.52,247.76,2,False
2024-11-24,2002,Donut_Glazed,Bakery,each,126,1.36,171.36,2,True
2024-11-25,2002,Donut_Glazed,Bakery,each,146,1.36,198.56,2,False
2024-11-26,2002,Donut_Glazed,Bakery,each,166,1.36,225.76,2,False
2024-11-27,2002,Donut_Glazed,Bakery,each,127,1.72,218.44,2,False
2024-11-28,2002,Donut_Glazed,Bakery,each,142,1.72,244.24,2,False
2024-11-29,2002,Donut_Glazed,Bakery,each,166,1.72,285.52,2,False
2024-11-30,2002,Donut_Glazed,Bakery,each,163,1.72,280.36,2,False
2024-12-01,2002,Donut_Glazed,Bakery,each,175,1.72,301.0,2,False
2024-12-02,2002,Donut_Glazed,Bakery,each,123,1.72,211.56,2,False
2024-12-03,2002,Donut_Glazed,Bakery,each,129,1.72,221.88,2,False
2024-12-04,2002,Donut_Glazed,Bakery,each,198,1.56,308.88,2,False
2024-12-05,2002,Donut_Glazed,Bakery,each,193,1.56,301.08,2,False
2024-12-06,2002,Donut_Glazed,Bakery,each,149,1.56,232.44,2,False
2024-12-07,2002,Donut_Glazed,Bakery,each,81,1.56,126.36,2,False
2024-12-08,2002,Donut_Glazed,Bakery,each,175,1.56,273.0,2,False
2024-12-09,2002,Donut_Glazed,Bakery,each,122,1.33,162.26,2,True
2024-12-10,2002,Donut_Glazed,Bakery,each,159,1.33,211.47,2,False
2024-12-11,2002,Donut_Glazed,Bakery,each,156,1.6,249.6,2,False
2024-12-12,2002,Donut_Glazed,Bakery,each,128,1.6,204.8,2,False
2024-12-13,2002,Donut_Glazed,Bakery,each,158,1.6,252.8,2,False
2024-12-14,2002,Donut_Glazed,Bakery,each,109,1.6,174.4,2,False
2024-12-15,2002,Donut_Glazed,Bakery,each,114,1.6,182.4,2,False
2024-12-16,2002,Donut_Glazed,Bakery,each,175,1.6,280.0,2,False
2024-12-17,2002,Donut_Glazed,Bakery,each,67,1.6,107.2,2,False
2024-12-18,2002,Donut_Glazed,Bakery,each,142,1.71,242.82,2,False
2024-12-19,2002,Donut_Glazed,Bakery,each,129,1.71,220.59,2,False
2024-12-20,2002,Donut_Glazed,Bakery,each,134,1.61,215.74,2,True
2024-12-21,2002,Donut_Glazed,Bakery,each,193,1.61,310.73,2,False
2024-12-22,2002,Donut_Glazed,Bakery,each,108,1.45,156.6,2,True
2024-12-23,2002,Donut_Glazed,Bakery,each,151,1.45,218.95,2,False
2024-12-24,2002,Donut_Glazed,Bakery,each,177,1.45,256.65,2,False
2024-12-25,2002,Donut_Glazed,Bakery,each,149,1.52,226.48,2,False
2024-12-26,2002,Donut_Glazed,Bakery,each,183,1.52,278.16,2,False
2024-12-27,2002,Donut_Glazed,Bakery,each,116,1.52,176.32,2,False
2024-12-28,2002,Donut_Glazed,Bakery,each,107,1.52,162.64,2,False
2024-12-29,2002,Donut_Glazed,Bakery,each,252,1.52,383.04,2,False
2024-12-30,2002,Donut_Glazed,Bakery,each,185,1.52,281.2,2,False
2024-12-31,2002,Donut_Glazed,Bakery,each,209,1.52,317.68,2,False
2025-01-01,2002,Donut_Glazed,Bakery,each,151,1.43,215.93,2,True
2025-01-02,2002,Donut_Glazed,Bakery,each,194,1.43,277.42,2,False
2025-01-03,2002,Donut_Glazed,Bakery,each,165,1.43,235.95,2,False
2025-01-04,2002,Donut_Glazed,Bakery,each,132,1.43,188.76,2,False
2025-01-05,2002,Donut_Glazed,Bakery,each,123,1.43,175.89,2,False
2025-01-06,2002,Donut_Glazed,Bakery,each,235,1.43,336.05,2,False
2025-01-07,2002,Donut_Glazed,Bakery,each,92,1.43,131.56,2,False
2025-01-08,2002,Donut_Glazed,Bakery,each,151,1.59,240.09,2,False
2025-01-09,2002,Donut_Glazed,Bakery,each,195,1.59,310.05,2,False
2025-01-10,2002,Donut_Glazed,Bakery,each,116,1.59,184.44,2,False
2025-01-11,2002,Donut_Glazed,Bakery,each,149,1.59,236.91,2,False
2025-01-12,2002,Donut_Glazed,Bakery,each,159,1.59,252.81,2,False
2025-01-13,2002,Donut_Glazed,Bakery,each,182,1.59,289.38,2,False
2025-01-14,2002,Donut_Glazed,Bakery,each,218,1.59,346.62,2,False
2025-01-15,2002,Donut_Glazed,Bakery,each,160,1.62,259.2,2,False
2025-01-16,2002,Donut_Glazed,Bakery,each,256,1.62,414.72,2,False
2025-01-17,2002,Donut_Glazed,Bakery,each,158,1.62,255.96,2,False
2025-01-18,2002,Donut_Glazed,Bakery,each,206,1.62,333.72,2,False
2025-01-19,2002,Donut_Glazed,Bakery,each,138,1.62,223.56,2,False
2025-01-20,2002,Donut_Glazed,Bakery,each,123,1.62,199.26,2,False
2025-01-21,2002,Donut_Glazed,Bakery,each,143,1.62,231.66,2,False
2025-01-22,2002,Donut_Glazed,Bakery,each,131,1.59,208.29,2,False
2025-01-23,2002,Donut_Glazed,Bakery,each,164,1.59,260.76,2,False
2025-01-24,2002,Donut_Glazed,Bakery,each,77,1.59,122.43,2,False
2025-01-25,2002,Donut_Glazed,Bakery,each,90,1.59,143.1,2,False
2025-01-26,2002,Donut_Glazed,Bakery,each,98,1.59,155.82,2,False
2025-01-27,2002,Donut_Glazed,Bakery,each,215,1.39,298.85,2,True
2025-01-28,2002,Donut_Glazed,Bakery,each,158,1.39,219.62,2,False
2025-01-29,2002,Donut_Glazed,Bakery,each,226,1.51,341.26,2,True
2025-01-30,2002,Donut_Glazed,Bakery,each,111,1.51,167.61,2,False
2025-01-31,2002,Donut_Glazed,Bakery,each,119,1.51,179.69,2,False
2025-02-01,2002,Donut_Glazed,Bakery,each,219,1.51,330.69,2,False
2025-02-02,2002,Donut_Glazed,Bakery,each,175,1.51,264.25,2,False
2025-02-03,2002,Donut_Glazed,Bakery,each,219,1.51,330.69,2,False
2025-02-04,2002,Donut_Glazed,Bakery,each,185,1.51,279.35,2,False
2025-02-05,2002,Donut_Glazed,Bakery,each,86,1.53,131.58,2,False
2025-02-06,2002,Donut_Glazed,Bakery,each,255,1.53,390.15,2,False
2025-02-07,2002,Donut_Glazed,Bakery,each,125,1.53,191.25,2,False
2025-02-08,2002,Donut_Glazed,Bakery,each,185,1.53,283.05,2,False
2025-02-09,2002,Donut_Glazed,Bakery,each,155,1.53,237.15,2,False
2025-02-10,2002,Donut_Glazed,Bakery,each,133,1.53,203.49,2,False
2025-02-11,2002,Donut_Glazed,Bakery,each,143,1.43,204.49,2,True
2025-02-12,2002,Donut_Glazed,Bakery,each,179,1.7,304.3,2,False
2025-02-13,2002,Donut_Glazed,Bakery,each,150,1.7,255.0,2,False
2025-02-14,2002,Donut_Glazed,Bakery,each,140,1.7,238.0,2,False
2025-02-15,2002,Donut_Glazed,Bakery,each,130,1.7,221.0,2,False
2025-02-16,2002,Donut_Glazed,Bakery,each,130,1.48,192.4,2,True
2025-02-17,2002,Donut_Glazed,Bakery,each,151,1.48,223.48,2,False
2025-02-18,2002,Donut_Glazed,Bakery,each,205,1.48,303.4,2,False
2025-02-19,2002,Donut_Glazed,Bakery,each,146,1.54,224.84,2,False
2025-02-20,2002,Donut_Glazed,Bakery,each,161,1.54,247.94,2,False
2025-02-21,2002,Donut_Glazed,Bakery,each,117,1.54,180.18,2,False
2025-02-22,2002,Donut_Glazed,Bakery,each,133,1.54,204.82,2,False
2025-02-23,2002,Donut_Glazed,Bakery,each,154,1.54,237.16,2,False
2025-02-24,2002,Donut_Glazed,Bakery,each,190,1.54,292.6,2,False
2025-02-25,2002,Donut_Glazed,Bakery,each,145,1.54,223.3,2,False
2025-02-26,2002,Donut_Glazed,Bakery,each,101,1.55,156.55,2,False
2025-02-27,2002,Donut_Glazed,Bakery,each,92,1.55,142.6,2,False
2025-02-28,2002,Donut_Glazed,Bakery,each,219,1.55,339.45,2,False
2025-03-01,2002,Donut_Glazed,Bakery,each,173,1.55,268.15,2,False
2025-03-02,2002,Donut_Glazed,Bakery,each,169,1.55,261.95,2,False
2025-03-03,2002,Donut_Glazed,Bakery,each,165,1.55,255.75,2,False
2025-03-04,2002,Donut_Glazed,Bakery,each,94,1.55,145.7,2,False
2025-03-05,2002,Donut_Glazed,Bakery,each,182,1.48,269.36,2,True
2025-03-06,2002,Donut_Glazed,Bakery,each,142,1.48,210.16,2,False
2025-03-07,2002,Donut_Glazed,Bakery,each,120,1.29,154.8,2,True
2025-03-08,2002,Donut_Glazed,Bakery,each,166,1.29,214.14,2,False
2025-03-09,2002,Donut_Glazed,Bakery,each,131,1.29,168.99,2,False
2025-03-10,2002,Donut_Glazed,Bakery,each,195,1.29,251.55,2,False
2025-03-11,2002,Donut_Glazed,Bakery,each,206,1.29,265.74,2,False
2025-03-12,2002,Donut_Glazed,Bakery,each,167,1.6,267.2,2,False
2025-03-13,2002,Donut_Glazed,Bakery,each,161,1.6,257.6,2,False
2025-03-14,2002,Donut_Glazed,Bakery,each,114,1.6,182.4,2,False
2025-03-15,2002,Donut_Glazed,Bakery,each,139,1.6,222.4,2,False
2025-03-16,2002,Donut_Glazed,Bakery,each,168,1.6,268.8,2,False
2025-03-17,2002,Donut_Glazed,Bakery,each,160,1.6,256.0,2,False
2025-03-18,2002,Donut_Glazed,Bakery,each,211,1.6,337.6,2,False
2025-03-19,2002,Donut_Glazed,Bakery,each,128,1.36,174.08,2,True
2025-03-20,2002,Donut_Glazed,Bakery,each,179,1.36,243.44,2,False
2025-03-21,2002,Donut_Glazed,Bakery,each,163,1.36,221.68,2,False
2025-03-22,2002,Donut_Glazed,Bakery,each,122,1.36,165.92,2,False
2025-03-23,2002,Donut_Glazed,Bakery,each,111,1.36,150.96,2,False
2025-03-24,2002,Donut_Glazed,Bakery,each,190,1.36,258.4,2,False
2025-03-25,2002,Donut_Glazed,Bakery,each,145,1.36,197.2,2,False
2025-03-26,2002,Donut_Glazed,Bakery,each,90,1.66,149.4,2,False
2025-03-27,2002,Donut_Glazed,Bakery,each,118,1.52,179.36,2,True
2025-03-28,2002,Donut_Glazed,Bakery,each,136,1.52,206.72,2,False
2025-03-29,2002,Donut_Glazed,Bakery,each,172,1.52,261.44,2,False
2025-03-30,2002,Donut_Glazed,Bakery,each,185,1.52,281.2,2,False
2025-03-31,2002,Donut_Glazed,Bakery,each,177,1.52,269.04,2,False
2025-04-01,2002,Donut_Glazed,Bakery,each,109,1.33,144.97,2,True
2025-04-02,2002,Donut_Glazed,Bakery,each,162,1.64,265.68,2,False
2025-04-03,2002,Donut_Glazed,Bakery,each,201,1.64,329.64,2,False
2025-04-04,2002,Donut_Glazed,Bakery,each,124,1.64,203.36,2,False
2025-04-05,2002,Donut_Glazed,Bakery,each,179,1.48,264.92,2,True
2025-04-06,2002,Donut_Glazed,Bakery,each,207,1.48,306.36,2,False
2025-04-07,2002,Donut_Glazed,Bakery,each,114,1.48,168.72,2,False
2025-04-08,2002,Donut_Glazed,Bakery,each,173,1.48,256.04,2,False
2025-04-09,2002,Donut_Glazed,Bakery,each,106,1.56,165.36,2,False
2025-04-10,2002,Donut_Glazed,Bakery,each,148,1.56,230.88,2,False
2025-04-11,2002,Donut_Glazed,Bakery,each,161,1.56,251.16,2,False
2025-04-12,2002,Donut_Glazed,Bakery,each,35,1.56,54.6,2,False
2025-04-13,2002,Donut_Glazed,Bakery,each,125,1.45,181.25,2,True
2025-04-14,2002,Donut_Glazed,Bakery,each,113,1.35,152.55,2,True
2025-04-15,2002,Donut_Glazed,Bakery,each,114,1.35,153.9,2,False
2025-04-16,2002,Donut_Glazed,Bakery,each,144,1.61,231.84,2,False
2025-04-17,2002,Donut_Glazed,Bakery,each,99,1.61,159.39,2,False
2025-04-18,2002,Donut_Glazed,Bakery,each,163,1.61,262.43,2,False
2025-04-19,2002,Donut_Glazed,Bakery,each,138,1.38,190.44,2,True
2025-04-20,2002,Donut_Glazed,Bakery,each,228,1.38,314.64,2,False
2025-04-21,2002,Donut_Glazed,Bakery,each,178,1.38,245.64,2,False
2025-04-22,2002,Donut_Glazed,Bakery,each,207,1.38,285.66,2,False
2025-04-23,2002,Donut_Glazed,Bakery,each,191,1.62,309.42,2,False
2025-04-24,2002,Donut_Glazed,Bakery,each,132,1.62,213.84,2,False
2025-04-25,2002,Donut_Glazed,Bakery,each,136,1.46,198.56,2,True
2025-04-26,2002,Donut_Glazed,Bakery,each,229,1.46,334.34,2,False
2025-04-27,2002,Donut_Glazed,Bakery,each,127,1.3,165.1,2,True
2025-04-28,2002,Donut_Glazed,Bakery,each,119,1.19,141.61,2,True
2025-04-29,2002,Donut_Glazed,Bakery,each,208,1.19,247.52,2,False
2025-04-30,2002,Donut_Glazed,Bakery,each,96,1.59,152.64,2,False
2025-05-01,2002,Donut_Glazed,Bakery,each,129,1.59,205.11,2,False
2025-05-02,2002,Donut_Glazed,Bakery,each,55,1.59,87.45,2,False
2025-05-03,2002,Donut_Glazed,Bakery,each,124,1.59,197.16,2,False
2025-05-04,2002,Donut_Glazed,Bakery,each,158,1.59,251.22,2,False
2025-05-05,2002,Donut_Glazed,Bakery,each,208,1.59,330.72,2,False
2025-05-06,2002,Donut_Glazed,Bakery,each,172,1.59,273.48,2,False
2025-05-07,2002,Donut_Glazed,Bakery,each,213,1.55,330.15,2,False
2025-05-08,2002,Donut_Glazed,Bakery,each,148,1.55,229.4,2,False
2025-05-09,2002,Donut_Glazed,Bakery,each,155,1.43,221.65,2,True
2025-05-10,2002,Donut_Glazed,Bakery,each,118,1.43,168.74,2,False
2025-05-11,2002,Donut_Glazed,Bakery,each,81,1.43,115.83,2,False
2025-05-12,2002,Donut_Glazed,Bakery,each,141,1.43,201.63,2,False
2025-05-13,2002,Donut_Glazed,Bakery,each,204,1.43,291.72,2,False
2025-05-14,2002,Donut_Glazed,Bakery,each,161,1.67,268.87,2,False
2025-05-15,2002,Donut_Glazed,Bakery,each,163,1.67,272.21,2,False
2025-05-16,2002,Donut_Glazed,Bakery,each,102,1.67,170.34,2,False
2025-05-17,2002,Donut_Glazed,Bakery,each,155,1.67,258.85,2,False
2025-05-18,2002,Donut_Glazed,Bakery,each,104,1.67,173.68,2,False
2025-05-19,2002,Donut_Glazed,Bakery,each,162,1.54,249.48,2,True
2025-05-20,2002,Donut_Glazed,Bakery,each,95,1.54,146.3,2,False
2025-05-21,2002,Donut_Glazed,Bakery,each,217,1.48,321.16,2,True
2025-05-22,2002,Donut_Glazed,Bakery,each,137,1.48,202.76,2,False
2025-05-23,2002,Donut_Glazed,Bakery,each,151,1.48,223.48,2,False
2025-05-24,2002,Donut_Glazed,Bakery,each,163,1.48,241.24,2,False
2025-05-25,2002,Donut_Glazed,Bakery,each,211,1.48,312.28,2,False
2025-05-26,2002,Donut_Glazed,Bakery,each,107,1.48,158.36,2,False
2025-05-27,2002,Donut_Glazed,Bakery,each,94,1.48,139.12,2,False
2025-05-28,2002,Donut_Glazed,Bakery,each,160,1.51,241.6,2,True
2025-05-29,2002,Donut_Glazed,Bakery,each,140,1.51,211.4,2,False
2025-05-30,2002,Donut_Glazed,Bakery,each,144,1.3,187.2,2,True
2025-05-31,2002,Donut_Glazed,Bakery,each,83,1.3,107.9,2,False
2025-06-01,2002,Donut_Glazed,Bakery,each,169,1.3,219.7,2,False
2025-06-02,2002,Donut_Glazed,Bakery,each,153,1.3,198.9,2,False
2025-06-03,2002,Donut_Glazed,Bakery,each,140,1.3,182.0,2,False
2025-06-04,2002,Donut_Glazed,Bakery,each,102,1.52,155.04,2,False
2025-06-05,2002,Donut_Glazed,Bakery,each,188,1.52,285.76,2,False
2025-06-06,2002,Donut_Glazed,Bakery,each,178,1.52,270.56,2,False
2025-06-07,2002,Donut_Glazed,Bakery,each,173,1.52,262.96,2,False
2025-06-08,2002,Donut_Glazed,Bakery,each,118,1.52,179.36,2,False
2025-06-09,2002,Donut_Glazed,Bakery,each,99,1.52,150.48,2,False
2025-06-10,2002,Donut_Glazed,Bakery,each,130,1.52,197.6,2,False
2025-06-11,2002,Donut_Glazed,Bakery,each,222,1.55,344.1,2,True
2025-06-12,2002,Donut_Glazed,Bakery,each,132,1.55,204.6,2,False
2025-06-13,2002,Donut_Glazed,Bakery,each,119,1.55,184.45,2,False
2025-06-14,2002,Donut_Glazed,Bakery,each,146,1.55,226.3,2,False
2025-06-15,2002,Donut_Glazed,Bakery,each,154,1.55,238.7,2,False
2025-06-16,2002,Donut_Glazed,Bakery,each,165,1.55,255.75,2,False
2025-06-17,2002,Donut_Glazed,Bakery,each,141,1.35,190.35,2,True
2025-06-18,2002,Donut_Glazed,Bakery,each,163,1.52,247.76,2,False
2025-06-19,2002,Donut_Glazed,Bakery,each,125,1.52,190.0,2,False
2025-06-20,2002,Donut_Glazed,Bakery,each,150,1.52,228.0,2,False
2025-06-21,2002,Donut_Glazed,Bakery,each,196,1.52,297.92,2,False
2025-06-22,2002,Donut_Glazed,Bakery,each,149,1.52,226.48,2,False
2025-06-23,2002,Donut_Glazed,Bakery,each,156,1.52,237.12,2,False
2025-06-24,2002,Donut_Glazed,Bakery,each,148,1.52,224.96,2,False
2025-06-25,2002,Donut_Glazed,Bakery,each,244,1.52,370.88,2,True
2025-06-26,2002,Donut_Glazed,Bakery,each,101,1.52,153.52,2,False
2025-06-27,2002,Donut_Glazed,Bakery,each,231,1.52,351.12,2,False
2025-06-28,2002,Donut_Glazed,Bakery,each,148,1.52,224.96,2,False
2025-06-29,2002,Donut_Glazed,Bakery,each,63,1.52,95.76,2,False
2025-06-30,2002,Donut_Glazed,Bakery,each,135,1.52,205.2,2,False
2025-07-01,2002,Donut_Glazed,Bakery,each,130,1.37,178.1,2,True
2025-07-02,2002,Donut_Glazed,Bakery,each,216,1.7,367.2,2,False
2025-07-03,2002,Donut_Glazed,Bakery,each,153,1.7,260.1,2,False
2025-07-04,2002,Donut_Glazed,Bakery,each,95,1.7,161.5,2,False
2025-07-05,2002,Donut_Glazed,Bakery,each,106,1.7,180.2,2,False
2025-07-06,2002,Donut_Glazed,Bakery,each,136,1.7,231.2,2,False
2025-07-07,2002,Donut_Glazed,Bakery,each,117,1.7,198.9,2,False
2025-07-08,2002,Donut_Glazed,Bakery,each,132,1.57,207.24,2,True
2025-07-09,2002,Donut_Glazed,Bakery,each,155,1.59,246.45,2,False
2025-07-10,2002,Donut_Glazed,Bakery,each,209,1.59,332.31,2,False
2025-07-11,2002,Donut_Glazed,Bakery,each,216,1.59,343.44,2,False
2025-07-12,2002,Donut_Glazed,Bakery,each,145,1.59,230.55,2,False
2025-07-13,2002,Donut_Glazed,Bakery,each,83,1.59,131.97,2,False
2025-07-14,2002,Donut_Glazed,Bakery,each,129,1.59,205.11,2,False
2025-07-15,2002,Donut_Glazed,Bakery,each,47,1.59,74.73,2,False
2025-07-16,2002,Donut_Glazed,Bakery,each,80,1.51,120.8,2,False
2025-07-17,2002,Donut_Glazed,Bakery,each,84,1.51,126.84,2,False
2025-07-18,2002,Donut_Glazed,Bakery,each,174,1.51,262.74,2,False
2025-07-19,2002,Donut_Glazed,Bakery,each,103,1.51,155.53,2,False
2025-07-20,2002,Donut_Glazed,Bakery,each,106,1.51,160.06,2,False
2025-07-21,2002,Donut_Glazed,Bakery,each,179,1.51,270.29,2,False
2025-07-22,2002,Donut_Glazed,Bakery,each,105,1.51,158.55,2,False
2025-07-23,2002,Donut_Glazed,Bakery,each,165,1.71,282.15,2,False
2025-07-24,2002,Donut_Glazed,Bakery,each,86,1.71,147.06,2,False
2025-07-25,2002,Donut_Glazed,Bakery,each,134,1.71,229.14,2,False
2025-07-26,2002,Donut_Glazed,Bakery,each,156,1.71,266.76,2,False
2025-07-27,2002,Donut_Glazed,Bakery,each,165,1.71,282.15,2,False
2025-07-28,2002,Donut_Glazed,Bakery,each,129,1.71,220.59,2,False
2025-07-29,2002,Donut_Glazed,Bakery,each,166,1.71,283.86,2,False
2025-07-30,2002,Donut_Glazed,Bakery,each,134,1.71,229.14,2,False
2025-07-31,2002,Donut_Glazed,Bakery,each,171,1.71,292.41,2,False
2025-08-01,2002,Donut_Glazed,Bakery,each,131,1.71,224.01,2,False
2025-08-02,2002,Donut_Glazed,Bakery,each,172,1.71,294.12,2,False
2025-08-03,2002,Donut_Glazed,Bakery,each,240,1.71,410.4,2,False
2025-08-04,2002,Donut_Glazed,Bakery,each,116,1.71,198.36,2,False
2025-08-05,2002,Donut_Glazed,Bakery,each,121,1.71,206.91,2,False
